Youngstown State,6,South Alabama,2754
10:03,2754,Foul on Devin Haygood.,21,23
9:49,6,Nick Stover missed Jumper.,21,23
9:49,2754,Braun Hartfield Defensive Rebound.,21,23
9:39,2754,Brett Frantz missed Jumper.,21,23
9:39,6,Nick Stover Defensive Rebound.,21,23
9:28,6,Georgi Boyanov Turnover.,21,23
9:26,2754,Latin Davis Steal.,21,23
9:24,2754,Latin Davis Turnover.,21,23
9:24,2754,Foul on Latin Davis.,21,23
8:59,6,Shaq Calhoun missed Three Point Jumper.,21,23
8:59,2754,Brett Frantz Defensive Rebound.,21,23
8:51,2754,Cameron Morse missed Layup.,21,23
8:51,6,Shaq Calhoun Block.,21,23
8:51,2754,Youngstown St Offensive Rebound.,21,23
8:49,2754,Cameron Morse made Three Point Jumper. Assisted by Latin Davis.,24,23
8:21,2754,Foul on Latin Davis.,24,23
8:13,6,Nick Stover missed Layup.,24,23
8:13,6,Don MuepoKelly Offensive Rebound.,24,23
7:54,2754,Devin Haygood Turnover.,24,25
7:52,6,Georgi Boyanov Steal.,24,25
7:47,6,Nick Stover Turnover.,24,25
7:47,6,Official TV Timeout,24,25
7:34,2754,Brett Frantz missed Layup.,24,25
7:34,6,Don MuepoKelly Block.,24,25
7:32,2754,Brett Frantz Offensive Rebound.,24,25
7:23,2754,Matt Donlan missed Three Point Jumper.,24,25
7:23,6,Nick Stover Defensive Rebound.,24,25
7:02,6,Ken Williams missed Three Point Jumper.,24,25
7:02,2754,Matt Donlan Defensive Rebound.,24,25
6:47,2754,Francisco Santiago Turnover.,24,25
6:31,6,Don MuepoKelly Turnover.,24,25
6:19,2754,Cameron Morse missed Three Point Jumper.,24,25
6:19,6,Ken Williams Defensive Rebound.,24,25
6:10,6,Nick Stover made Layup. Assisted by Ken Williams.,24,27
5:45,2754,Cameron Morse missed Jumper.,24,27
5:45,2754,Cameron Morse Offensive Rebound.,24,27
5:40,2754,Brett Frantz missed Three Point Jumper.,24,27
5:40,6,Trhae Mitchell Defensive Rebound.,24,27
5:26,6,Nick Stover missed Three Point Jumper.,24,27
5:26,6,Trhae Mitchell Offensive Rebound.,24,27
5:23,6,Trhae Mitchell missed Layup.,24,27
5:23,2754,Jorden Kaufman Block.,24,27
5:21,2754,Francisco Santiago Defensive Rebound.,24,27
5:13,2754,Matt Donlan made Three Point Jumper. Assisted by Cameron Morse.,27,27
4:51,6,Trhae Mitchell missed Jumper.,27,27
4:51,2754,Brett Frantz Defensive Rebound.,27,27
4:43,6,Foul on Ken Williams.,27,27
4:43,2754,Cameron Morse made Free Throw.,28,27
4:43,2754,Cameron Morse made Free Throw.,29,27
4:27,6,Don MuepoKelly made Layup.,29,29
4:15,2754,Matt Donlan missed Layup.,29,29
4:15,6,Dederick Lee Defensive Rebound.,29,29
4:10,6,Don MuepoKelly made Layup. Assisted by Dederick Lee.,29,31
3:52,2754,Cameron Morse missed Three Point Jumper.,29,31
3:52,6,Dederick Lee Defensive Rebound.,29,31
3:40,6,Ken Williams missed Jumper.,29,31
3:40,6,Trhae Mitchell Offensive Rebound.,29,31
3:34,6,Trhae Mitchell missed Layup.,29,31
3:34,6,Don MuepoKelly Offensive Rebound.,29,31
3:30,6,Josh Ajayi missed Three Point Jumper.,29,31
3:30,2754,Cameron Morse Defensive Rebound.,29,31
3:22,6,Foul on Trhae Mitchell.,29,31
3:22,2754,Cameron Morse made Free Throw.,30,31
3:22,2754,Cameron Morse made Free Throw.,31,31
3:11,6,Don MuepoKelly made Layup.,31,33
3:11,2754,Foul on Matt Donlan.,31,33
3:11,6,Don MuepoKelly missed Free Throw.,31,33
3:11,6,South Alabama Deadball Team Rebound.,31,33
2:59,2754,Cameron Morse Turnover.,31,33
2:58,6,Don MuepoKelly Steal.,31,33
2:55,6,Shaq Calhoun Turnover.,31,33
2:54,2754,Matt Donlan Steal.,31,33
2:50,2754,Cameron Morse missed Three Point Jumper.,31,33
2:50,6,Don MuepoKelly Defensive Rebound.,31,33
2:34,2754,Foul on Matt Donlan.,31,33
2:34,6,Ken Williams missed Free Throw.,31,33
2:34,6,South Alabama Deadball Team Rebound.,31,33
2:34,6,Ken Williams made Free Throw.,31,34
2:20,6,Foul on Shaq Calhoun.,31,34
2:18,2754,Cameron Morse missed Jumper.,31,34
2:18,6,Ken Williams Defensive Rebound.,31,34
2:10,6,Ken Williams missed Layup.,31,34
2:10,6,Don MuepoKelly Offensive Rebound.,31,34
2:05,6,Don MuepoKelly Turnover.,31,34
1:43,2754,Stefan Rosic missed Three Point Jumper.,31,34
1:43,6,Don MuepoKelly Defensive Rebound.,31,34
1:29,6,Ken Williams Turnover.,31,34
1:13,2754,Cameron Morse missed Layup.,31,34
1:13,6,Don MuepoKelly Defensive Rebound.,31,34
1:06,6,Nick Stover made Layup. Assisted by Josh Ajayi.,31,36
0:51,2754,Stefan Rosic made Three Point Jumper. Assisted by Cameron Morse.,34,36
0:35,6,Josh Ajayi missed Three Point Jumper.,34,36
0:35,2754,Francisco Santiago Defensive Rebound.,34,36
0:26,2754,Youngstown St  Timeout,34,36
0:04,2754,Brett Frantz made Jumper.,36,36
0:00,6,End of 1st half,36,36
19:39,6,Shaq Calhoun missed Three Point Jumper.,36,36
19:39,2754,Cameron Morse Defensive Rebound.,36,36
19:24,2754,Jorden Kaufman made Jumper. Assisted by Brett Frantz.,38,36
19:13,6,Don MuepoKelly made Layup. Assisted by Dederick Lee.,38,38
18:50,2754,Jorden Kaufman made Layup. Assisted by Matt Donlan.,40,38
18:33,2754,Foul on Jorden Kaufman.,40,38
18:33,6,Josh Ajayi missed Free Throw.,40,38
18:33,6,South Alabama Deadball Team Rebound.,40,38
18:33,6,Josh Ajayi made Free Throw.,40,39
18:21,2754,Matt Donlan missed Three Point Jumper.,40,39
18:21,6,Don MuepoKelly Defensive Rebound.,40,39
18:15,6,Don MuepoKelly Turnover.,40,39
17:48,2754,Jorden Kaufman made Layup. Assisted by Matt Donlan.,42,39
17:34,2754,Foul on Jorden Kaufman.,42,39
17:34,6,Don MuepoKelly made Free Throw.,42,40
17:34,6,Don MuepoKelly made Free Throw.,42,41
17:09,6,Foul on Shaq Calhoun.,42,41
17:02,2754,Jorden Kaufman missed Jumper.,42,41
17:02,6,Georgi Boyanov Defensive Rebound.,42,41
16:51,6,Josh Ajayi missed Layup.,42,41
16:51,2754,Matt Donlan Defensive Rebound.,42,41
16:46,2754,Cameron Morse missed Jumper.,42,41
16:46,6,Shaq Calhoun Defensive Rebound.,42,41
16:35,6,Georgi Boyanov missed Layup.,42,41
16:35,2754,Jorden Kaufman Block.,42,41
16:33,2754,Jorden Kaufman Defensive Rebound.,42,41
16:30,2754,Cameron Morse missed Three Point Jumper.,42,41
16:30,2754,Matt Donlan Offensive Rebound.,42,41
16:27,6,Foul on Josh Ajayi.,42,41
16:15,2754,Matt Donlan missed Jumper.,42,41
16:15,6,Ken Williams Defensive Rebound.,42,41
16:04,6,Herb McGee made Three Point Jumper. Assisted by Ken Williams.,42,44
15:48,2754,Francisco Santiago Turnover.,42,44
15:47,6,Herb McGee Steal.,42,44
15:30,6,Georgi Boyanov missed Three Point Jumper.,42,44
15:30,2754,Latin Davis Defensive Rebound.,42,44
15:23,2754,Francisco Santiago Turnover.,42,44
15:23,6,Official TV Timeout,42,44
15:17,2754,Foul on Devin Haygood.,42,44
14:51,6,Nick Stover made Jumper.,42,46
14:36,2754,Devin Haygood Turnover.,42,46
14:36,2754,Foul on Devin Haygood.,42,46
14:22,6,Ken Williams made Three Point Jumper.,42,49
14:12,2754,Youngstown St  Timeout,42,49
13:54,2754,Matt Donlan missed Three Point Jumper.,42,49
13:54,2754,Matt Donlan Offensive Rebound.,42,49
13:45,2754,Latin Davis Turnover.,42,49
13:41,6,Ken Williams missed Layup.,42,49
13:41,6,Nick Stover Offensive Rebound.,42,49
13:39,2754,Foul on Matt Donlan.,42,49
13:39,6,Nick Stover made Free Throw.,42,50
13:39,6,Nick Stover made Free Throw.,42,51
13:24,2754,Stefan Rosic made Jumper.,44,51
13:03,6,Ken Williams missed Jumper.,44,51
13:03,2754,Jorden Kaufman Defensive Rebound.,44,51
12:52,2754,Jorden Kaufman made Layup. Assisted by Cameron Morse.,46,51
12:27,6,Herb McGee made Three Point Jumper. Assisted by Nick Stover.,46,54
12:07,2754,Cameron Morse made Three Point Jumper. Assisted by Francisco Santiago.,49,54
11:47,6,Herb McGee Turnover.,49,54
11:47,6,Official TV Timeout,49,54
11:31,6,Foul on Josh Ajayi.,49,54
11:29,2754,Brett Frantz missed Three Point Jumper.,49,54
11:29,2754,Cameron Morse Offensive Rebound.,49,54
11:22,2754,Cameron Morse Turnover.,49,54
11:22,2754,Foul on Cameron Morse.,49,54
11:06,6,Kevin Morris made Layup.,49,56
10:49,2754,Stefan Rosic Turnover.,49,56
10:47,6,Kevin Morris Steal.,49,56
10:29,6,Ken Williams made Three Point Jumper. Assisted by Herb McGee.,49,59
10:16,6,Foul on Kevin Morris.,49,59
10:08,2754,Stefan Rosic missed Jumper.,49,59
10:08,6,Herb McGee Defensive Rebound.,49,59
9:49,6,Herb McGee missed Three Point Jumper.,49,59
9:49,2754,Cameron Morse Defensive Rebound.,49,59
9:42,2754,Matt Donlan Turnover.,49,59
9:31,6,Ken Williams made Jumper. Assisted by Georgi Boyanov.,49,61
9:16,2754,Cameron Morse made Layup.,51,61
8:55,6,Herb McGee missed Three Point Jumper.,51,61
8:55,6,Don MuepoKelly Offensive Rebound.,51,61
8:52,6,Don MuepoKelly made Layup.,51,63
8:37,6,Foul on Herb McGee.,51,63
8:29,2754,Francisco Santiago missed Jumper.,51,63
8:29,6,Ken Williams Defensive Rebound.,51,63
8:22,6,Nick Stover made Dunk. Assisted by Ken Williams.,51,65
8:15,2754,Youngstown St  Timeout,51,65
8:09,2754,Cameron Morse made Layup.,53,65
7:50,2754,Foul on Matt Donlan.,53,65
7:50,6,Georgi Boyanov missed Free Throw.,53,65
7:50,2754,Jorden Kaufman Defensive Rebound.,53,65
7:41,6,Foul on Kevin Morris.,53,65
7:34,6,Foul on Georgi Boyanov.,53,65
7:33,2754,Cameron Morse made Free Throw.,54,65
7:33,2754,Cameron Morse made Free Throw.,55,65
7:20,6,Don MuepoKelly missed Jumper.,55,65
7:20,2754,Francisco Santiago Defensive Rebound.,55,65
7:12,2754,Cameron Morse missed Three Point Jumper.,55,65
7:12,6,Don MuepoKelly Defensive Rebound.,55,65
7:11,2754,Foul on Jorden Kaufman.,55,65
7:11,6,Don MuepoKelly missed Free Throw.,55,65
7:11,2754,Jorden Kaufman Defensive Rebound.,55,65
6:55,2754,Brett Frantz made Layup. Assisted by Cameron Morse.,57,65
6:34,6,Ken Williams made Layup.,57,67
6:26,6,Foul on Herb McGee.,57,67
6:26,2754,Cameron Morse made Free Throw.,58,67
6:26,2754,Cameron Morse made Free Throw.,59,67
6:11,6,Herb McGee missed Three Point Jumper.,59,67
6:11,2754,Jorden Kaufman Defensive Rebound.,59,67
6:03,2754,Brett Frantz missed Three Point Jumper.,59,67
6:03,6,Georgi Boyanov Defensive Rebound.,59,67
5:55,2754,Foul on Francisco Santiago.,59,67
5:55,2754,Technical Foul on Francisco Santiago.,59,67
5:55,2754,Foul on Francisco Santiago.,59,67
5:55,6,Ken Williams made Free Throw.,59,68
5:55,6,Ken Williams made Free Throw.,59,69
5:55,6,Georgi Boyanov made Free Throw.,59,70
5:55,6,Georgi Boyanov made Free Throw.,59,71
5:50,6,Foul on Herb McGee.,59,71
5:50,2754,Cameron Morse made Free Throw.,60,71
5:50,2754,Cameron Morse made Free Throw.,61,71
5:35,2754,Foul on Cameron Morse.,61,71
5:35,6,Ken Williams made Free Throw.,61,72
5:35,6,Ken Williams missed Free Throw.,61,72
5:35,2754,Jorden Kaufman Defensive Rebound.,61,72
5:24,2754,Latin Davis missed Layup.,61,72
5:24,2754,Cameron Morse Offensive Rebound.,61,72
5:18,2754,Cameron Morse made Layup.,63,72
4:57,6,Ken Williams made Three Point Jumper. Assisted by Herb McGee.,63,75
4:42,2754,Jorden Kaufman missed Layup.,63,75
4:42,6,Nick Davis Defensive Rebound.,63,75
4:31,6,Ken Williams missed Three Point Jumper.,63,75
4:31,2754,Jorden Kaufman Defensive Rebound.,63,75
4:26,2754,Cameron Morse made Three Point Jumper.,66,75
4:02,6,Nick Stover Turnover.,66,75
4:02,2754,Latin Davis Steal.,66,75
4:02,6,Foul on Nick Stover.,66,75
4:02,2754,Latin Davis made Free Throw.,67,75
4:02,2754,Latin Davis missed Free Throw.,67,75
4:02,2754,Latin Davis Offensive Rebound.,67,75
3:51,2754,Braun Hartfield made Three Point Jumper. Assisted by Latin Davis.,70,75
3:37,6,Josh Ajayi Turnover.,70,75
3:37,2754,Devin Haygood Steal.,70,75
3:37,6,Official TV Timeout,70,75
3:13,2754,Cameron Morse missed Three Point Jumper.,70,75
3:13,6,Shaq Calhoun Defensive Rebound.,70,75
3:04,6,Georgi Boyanov made Layup. Assisted by Ken Williams.,70,77
2:51,6,Foul on Shaq Calhoun.,70,77
2:51,2754,Brett Frantz made Free Throw.,71,77
2:51,2754,Brett Frantz made Free Throw.,72,77
2:37,6,Josh Ajayi missed Layup.,72,77
2:37,2754,Latin Davis Defensive Rebound.,72,77
2:27,2754,Latin Davis missed Three Point Jumper.,72,77
2:27,6,Josh Ajayi Defensive Rebound.,72,77
2:21,6,Shaq Calhoun made Dunk. Assisted by Josh Ajayi.,72,79
2:04,2754,Cameron Morse missed Layup.,72,79
2:04,6,Shaq Calhoun Defensive Rebound.,72,79
1:42,6,Josh Ajayi missed Three Point Jumper.,72,79
1:42,2754,Brett Frantz Defensive Rebound.,72,79
1:39,6,Foul on Shaq Calhoun.,72,79
1:39,2754,Brett Frantz made Free Throw.,73,79
1:39,2754,Brett Frantz missed Free Throw.,73,79
1:39,2754,Youngstown St Offensive Rebound.,73,79
1:30,2754,Latin Davis missed Layup.,73,79
1:30,6,South Alabama Defensive Rebound.,73,79
1:24,2754,Foul on Braun Hartfield.,73,79
1:24,6,Herb McGee missed Free Throw.,73,79
1:24,6,South Alabama Deadball Team Rebound.,73,79
1:24,6,Herb McGee missed Free Throw.,73,79
1:24,2754,Braun Hartfield Defensive Rebound.,73,79
1:03,2754,Cameron Morse missed Three Point Jumper.,73,79
1:03,2754,Jorden Kaufman Offensive Rebound.,73,79
0:59,2754,Jorden Kaufman made Layup.,75,79
0:59,2754,Youngstown St  Timeout,75,79
0:33,2754,Foul on Latin Davis.,75,79
0:33,6,Herb McGee made Free Throw.,75,80
0:24,2754,Latin Davis missed Three Point Jumper.,75,80
0:24,6,Ken Williams Defensive Rebound.,75,80
0:17,6,Nick Stover made Dunk. Assisted by Ken Williams.,75,82
0:09,2754,Cameron Morse missed Three Point Jumper.,75,82
0:09,2754,Latin Davis Offensive Rebound.,75,82
0:04,2754,Latin Davis missed Layup.,75,82
0:04,6,Georgi Boyanov Defensive Rebound.,75,82
0:01,6,Nick Stover made Layup. Assisted by Georgi Boyanov.,75,84
