Fresno Pacific,Error,UC Riverside,27
5:43,-1,Foul on Tj Viney.,15,29
5:43,27,Chance Murray missed Free Throw.,15,29
5:43,-1,Kavika Jimenez Defensive Rebound.,15,29
5:34,-1,Kavika Jimenez Turnover.,15,29
5:34,-1,Foul on Kavika Jimenez.,15,29
5:08,27,Alex Larsson made Layup. Assisted by Dikymbe Martin.,15,31
4:42,-1,Suhail Mohammadi missed Three Point Jumper.,15,31
4:42,-1,Kavika Jimenez Offensive Rebound.,15,31
4:36,-1,Jordan Belasco made Three Point Jumper. Assisted by Kavika Jimenez.,18,31
4:21,27,Malik Thames missed Three Point Jumper.,18,31
4:21,27,Malik Thames Offensive Rebound.,18,31
4:18,27,Malik Thames Turnover.,18,31
4:10,-1,Kavika Jimenez missed Three Point Jumper.,18,31
4:10,27,Eric Rwahwire Defensive Rebound.,18,31
3:57,27,Chance Murray made Layup.,18,33
3:36,-1,Rj Horn made Free Throw.,19,33
3:36,-1,Rj Horn made Free Throw.,20,33
3:36,27,Foul on Chance Murray.,20,33
3:36,27,Official TV Timeout,20,33
3:25,27,DJ Sylvester Turnover.,20,33
3:25,27,Foul on DJ Sylvester.,20,33
3:19,-1,Samuel Holmes Turnover.,20,33
3:17,27,Malik Thames Steal.,20,33
3:14,27,Malik Thames missed Jumper.,20,33
3:14,-1,Rafail Eleftheriou Defensive Rebound.,20,33
2:59,-1,Mike Crawley missed Jumper.,20,33
2:59,27,Malik Thames Defensive Rebound.,20,33
2:47,27,DJ Sylvester Turnover.,20,33
2:26,-1,Kavika Jimenez made Three Point Jumper. Assisted by Rafail Eleftheriou.,23,33
2:10,27,DJ Sylvester missed Three Point Jumper.,23,33
2:10,27,Eric Rwahwire Offensive Rebound.,23,33
1:59,27,Gentrey Thomas made Jumper.,23,35
1:27,-1,Rafail Eleftheriou missed Three Point Jumper.,23,35
1:27,27,Malik Thames Defensive Rebound.,23,35
1:19,27,DJ Sylvester missed Three Point Jumper.,23,35
1:19,27,Eric Rwahwire Offensive Rebound.,23,35
1:15,27,Eric Rwahwire missed Jumper.,23,35
1:15,-1,Rafail Eleftheriou Defensive Rebound.,23,35
0:57,-1,Kavika Jimenez missed Three Point Jumper.,23,35
0:57,27,UC Riverside Defensive Rebound.,23,35
0:56,27,UC Riverside  Timeout,23,35
0:46,27,Dikymbe Martin made Jumper.,23,37
0:27,-1,Adriel McGee made Jumper.,25,37
0:27,27,Foul on Alex Larsson.,25,37
0:27,-1,Adriel McGee made Free Throw.,26,37
0:09,27,Dikymbe Martin made Jumper.,26,39
0:00,27,End of 1st half,26,39
19:50,-1,Jordan Belasco Turnover.,26,39
19:31,27,Secean Johnson Turnover.,26,39
19:29,-1,Jordan Belasco Steal.,26,39
19:26,-1,Samuel Holmes Turnover.,26,39
19:25,27,Malik Thames Steal.,26,39
19:17,27,Chance Murray made Three Point Jumper. Assisted by Secean Johnson.,26,42
18:47,-1,Spencer Krannitz Turnover.,26,42
18:45,27,Chance Murray Steal.,26,42
18:43,-1,Foul on Rafail Eleftheriou.,26,42
18:32,27,Brandon Rosser made Jumper.,26,44
18:32,-1,Foul on Spencer Krannitz.,26,44
18:32,27,Brandon Rosser missed Free Throw.,26,44
18:32,-1,Rafail Eleftheriou Defensive Rebound.,26,44
18:28,-1,Mike Crawley missed Jumper.,26,44
18:28,27,Chance Murray Defensive Rebound.,26,44
18:07,-1,Foul on Samuel Holmes.,26,44
18:02,27,Chance Murray missed Three Point Jumper.,26,44
18:02,27,Secean Johnson Offensive Rebound.,26,44
17:54,27,Alex Larsson missed Layup.,26,44
17:54,27,Alex Larsson Offensive Rebound.,26,44
17:51,27,Alex Larsson made Layup.,26,46
17:31,-1,Spencer Krannitz Turnover.,26,46
17:30,27,Chance Murray Steal.,26,46
17:21,27,Malik Thames made Three Point Jumper. Assisted by Alex Larsson.,26,49
17:05,-1,Spencer Krannitz missed Three Point Jumper.,26,49
17:05,27,Secean Johnson Defensive Rebound.,26,49
16:53,27,Secean Johnson missed Three Point Jumper.,26,49
16:53,-1,Fresno Pacific Defensive Rebound.,26,49
16:49,-1,Rafail Eleftheriou missed Jumper.,26,49
16:49,27,Alex Larsson Defensive Rebound.,26,49
16:44,-1,Foul on Rafail Eleftheriou.,26,49
16:34,27,Technical Foul on James Jackson.,26,49
16:21,27,Malik Thames made Free Throw.,26,50
16:16,27,Malik Thames made Free Throw.,26,51
16:00,27,Brandon Rosser made Three Point Jumper.,26,54
15:29,27,Foul on Chance Murray.,26,54
15:26,-1,Tj Viney made Three Point Jumper. Assisted by Rj Horn.,29,54
15:12,-1,Foul on Adriel McGee.,29,54
15:10,-1,Foul on Tj Viney.,29,54
15:05,27,Brandon Rosser missed Jumper.,29,54
15:05,-1,Adriel McGee Defensive Rebound.,29,54
14:46,-1,Adriel McGee Turnover.,29,54
14:39,27,Menno Dijkstra Turnover.,29,54
14:39,27,Foul on Menno Dijkstra.,29,54
14:29,-1,Adriel McGee made Layup. Assisted by Tj Viney.,31,54
14:17,27,Menno Dijkstra made Jumper.,31,56
14:08,-1,Kavika Jimenez missed Three Point Jumper.,31,56
14:08,27,Brandon Rosser Defensive Rebound.,31,56
13:56,27,Brandon Rosser missed Three Point Jumper.,31,56
13:56,-1,Adriel McGee Defensive Rebound.,31,56
13:45,-1,Adriel McGee made Layup. Assisted by Rj Horn.,33,56
13:19,27,Brandon Rosser made Layup.,33,58
13:08,-1,Tj Viney made Jumper.,35,58
12:51,27,Brandon Rosser Turnover.,35,58
12:36,-1,Kavika Jimenez Turnover.,35,58
12:35,27,Dikymbe Martin Steal.,35,58
12:33,27,Dikymbe Martin made Layup.,35,60
12:20,27,Foul on DJ Sylvester.,35,60
12:18,-1,Tj Viney Turnover.,35,60
12:16,27,Dikymbe Martin Steal.,35,60
12:15,27,Dikymbe Martin missed Layup.,35,60
12:15,27,DJ Sylvester Offensive Rebound.,35,60
12:14,-1,Foul on Mike Crawley.,35,60
12:14,27,DJ Sylvester missed Free Throw.,35,60
12:14,27,UC Riverside Deadball Team Rebound.,35,60
12:14,27,DJ Sylvester made Free Throw.,35,61
12:02,27,Foul on DJ Sylvester.,35,61
11:52,27,Chance Murray missed Jumper.,35,61
11:52,-1,Jeff Bartley Defensive Rebound.,35,61
11:42,27,Dikymbe Martin made Jumper.,35,63
11:24,27,Gentrey Thomas missed Jumper.,35,63
11:02,-1,Jeff Bartley Defensive Rebound.,35,63
10:59,27,Foul on Eric Rwahwire.,35,63
10:57,-1,Jeff Bartley made Layup.,37,63
10:57,27,Foul on Menno Dijkstra.,37,63
10:54,27,Gentrey Thomas missed Jumper.,37,63
10:54,-1,Suhail Mohammadi Defensive Rebound.,37,63
10:51,-1,Suhail Mohammadi made Free Throw.,38,63
10:51,-1,Suhail Mohammadi made Free Throw.,39,63
10:51,27,Foul on Dikymbe Martin.,37,63
10:48,27,Foul on Eric Rwahwire.,39,63
10:40,27,Eric Rwahwire Turnover.,39,63
10:39,-1,Jeff Bartley Steal.,39,63
10:21,-1,Adriel McGee made Free Throw.,40,63
10:03,-1,Jeff Bartley missed Free Throw.,40,63
10:03,27,Eric Rwahwire Defensive Rebound.,40,63
9:48,27,Dikymbe Martin made Three Point Jumper. Assisted by DJ Sylvester.,40,66
9:34,-1,Jeff Bartley made Three Point Jumper. Assisted by Jordan Belasco.,43,66
9:13,27,Dikymbe Martin made Three Point Jumper. Assisted by DJ Sylvester.,43,69
8:53,-1,Adriel McGee missed Jumper.,43,69
8:53,27,Gentrey Thomas Defensive Rebound.,43,69
8:40,27,Gentrey Thomas made Jumper.,43,71
8:35,-1,Jeff Bartley missed Three Point Jumper.,43,71
8:35,27,Eric Rwahwire Defensive Rebound.,43,71
8:34,-1,Foul on Adriel McGee.,43,71
8:34,27,Menno Dijkstra missed Free Throw.,43,71
8:34,27,Gentrey Thomas Offensive Rebound.,43,71
8:23,27,Gentrey Thomas missed Jumper.,43,71
8:23,-1,Jeff Bartley Defensive Rebound.,43,71
8:15,-1,Suhail Mohammadi missed Three Point Jumper.,43,71
8:15,27,Menno Dijkstra Defensive Rebound.,43,71
8:10,-1,Foul on Suhail Mohammadi.,43,71
8:10,27,Dikymbe Martin made Free Throw.,43,72
8:10,27,Dikymbe Martin missed Free Throw.,43,72
8:10,-1,Suhail Mohammadi Defensive Rebound.,43,72
7:39,-1,Jeff Bartley missed Layup.,43,72
7:39,-1,Jeff Bartley Offensive Rebound.,43,72
7:39,27,Foul on DJ Sylvester.,43,72
7:39,-1,Jeff Bartley missed Free Throw.,43,72
7:39,-1,Fresno Pacific Deadball Team Rebound.,43,72
7:39,-1,Jeff Bartley made Free Throw.,44,72
7:17,27,Eric Rwahwire missed Three Point Jumper.,44,72
7:17,-1,Evan Stillahn Defensive Rebound.,44,72
6:57,-1,Jordan Belasco missed Three Point Jumper.,44,72
6:57,27,Gentrey Thomas Defensive Rebound.,44,72
6:56,-1,Foul on Jeff Bartley.,44,72
6:56,27,Gentrey Thomas made Free Throw.,44,73
6:56,27,Gentrey Thomas made Free Throw.,44,74
6:35,-1,Jeff Bartley missed Three Point Jumper.,44,74
6:35,27,UC Riverside Defensive Rebound.,44,74
6:27,27,James Jackson made Layup. Assisted by Dikymbe Martin.,44,76
6:17,-1,Spencer Krannitz missed Three Point Jumper.,44,76
6:17,-1,Tj Viney Offensive Rebound.,44,76
5:55,-1,Tj Viney missed Three Point Jumper.,44,76
5:55,27,Eric Rwahwire Defensive Rebound.,44,76
5:47,27,Dikymbe Martin missed Jumper.,44,76
5:47,-1,Rj Horn Defensive Rebound.,44,76
5:37,-1,Rj Horn Turnover.,44,76
5:35,27,Koh Flippin Steal.,44,76
5:35,27,Dikymbe Martin made Layup. Assisted by Koh Flippin.,44,78
5:35,-1,Foul on Rj Horn.,44,78
5:35,27,Dikymbe Martin made Free Throw.,44,79
5:20,-1,Spencer Krannitz missed Jumper.,44,79
5:20,27,Eric Rwahwire Defensive Rebound.,44,79
5:14,27,Eric Rwahwire made Layup.,44,81
5:09,-1,Rafail Eleftheriou Turnover.,44,81
5:07,27,DJ Sylvester Steal.,44,81
5:06,27,Gentrey Thomas made Layup.,44,83
5:03,27,Foul on Dikymbe Martin.,44,83
5:03,-1,Tj Viney missed Free Throw.,44,83
5:03,-1,Fresno Pacific Deadball Team Rebound.,44,83
5:03,-1,Tj Viney made Free Throw.,45,83
4:51,27,James Jackson Turnover.,45,83
4:49,-1,Tj Viney Steal.,45,83
4:46,-1,Spencer Krannitz missed Three Point Jumper.,45,83
4:46,27,Gentrey Thomas Defensive Rebound.,45,83
4:30,27,Gentrey Thomas Turnover.,45,83
4:28,-1,Spencer Krannitz Steal.,45,83
4:26,-1,Spencer Krannitz Turnover.,45,83
4:25,27,Dikymbe Martin Steal.,45,83
4:23,27,Dikymbe Martin made Layup.,45,85
4:03,-1,Samuel Holmes missed Three Point Jumper.,45,85
4:03,27,Gentrey Thomas Defensive Rebound.,45,85
3:55,27,James Jackson missed Layup.,45,85
3:55,27,Gentrey Thomas Offensive Rebound.,45,85
3:53,27,Gentrey Thomas made Layup.,45,87
3:40,-1,Tj Viney missed Three Point Jumper.,45,87
3:40,27,Eric Rwahwire Defensive Rebound.,45,87
3:34,27,Eric Rwahwire made Layup.,45,89
3:22,-1,Fresno Pacific  Timeout,45,89
3:04,-1,Evan Stillahn missed Three Point Jumper.,45,89
3:04,27,Gentrey Thomas Defensive Rebound.,45,89
2:54,27,Koh Flippin made Three Point Jumper. Assisted by Dikymbe Martin.,45,92
2:29,-1,Tj Viney made Free Throw.,46,92
2:29,27,Foul on James Jackson.,45,92
2:29,-1,Tj Viney made Free Throw.,47,92
2:16,-1,Foul on Martin Arambula.,47,92
2:16,27,Koh Flippin made Free Throw.,47,93
2:16,27,Koh Flippin made Free Throw.,47,94
1:55,-1,Evan Stillahn missed Layup.,47,94
1:55,27,James Jackson Defensive Rebound.,47,94
1:48,27,Eric Rwahwire missed Three Point Jumper.,47,94
1:48,-1,Fresno Pacific Defensive Rebound.,47,94
1:30,-1,Tj Viney missed Jumper.,47,94
1:30,27,Gentrey Thomas Defensive Rebound.,47,94
1:17,27,Eric Rwahwire missed Three Point Jumper.,47,94
1:17,-1,Evan Stillahn Defensive Rebound.,47,94
1:00,-1,Martin Arambula made Three Point Jumper. Assisted by Tj Viney.,50,94
0:34,27,Dikymbe Martin made Layup.,50,96
0:12,-1,Evan Stillahn missed Three Point Jumper.,50,96
0:12,27,James Jackson Defensive Rebound.,50,96
0:00,27,End of Game,48,96
