Green Bay,93,Murray State,2739
18:44,2739,Charles Cooper Turnover.,47,46
18:26,93,Jerami Grace missed Three Point Jumper.,47,46
18:26,2739,Khalil Small Defensive Rebound.,47,46
18:20,2739,Charles Cooper missed Layup.,47,46
18:20,93,Brion Sanchious Block.,47,46
18:19,2739,Khalil Small Offensive Rebound.,47,46
18:13,2739,Khalil Small missed Jumper.,47,46
18:13,2739,Kenneth Lowe Offensive Rebound.,47,46
18:11,2739,Trevor Anderson made Three Point Jumper. Assisted by Kenneth Lowe.,50,46
17:56,2739,Foul on Turner Botz.,50,46
17:46,93,Terrell Miller Jr. made Jumper.,50,48
17:35,2739,Trevor Anderson missed Three Point Jumper.,50,48
17:35,93,Terrell Miller Jr. Defensive Rebound.,50,48
17:27,93,Jonathan Stark made Three Point Jumper.,50,51
17:09,2739,Khalil Small Turnover.,50,51
17:08,93,Damarcus Croaker Steal.,50,51
17:02,93,Jonathan Stark made Three Point Jumper.,50,54
16:46,2739,Trevor Anderson made Layup.,52,54
16:36,93,Jonathan Stark made Three Point Jumper.,52,57
16:21,2739,Charles Cooper missed Jumper.,52,57
16:21,2739,Trevor Anderson Offensive Rebound.,52,57
16:18,93,Foul on Jerami Grace.,52,57
16:06,2739,Khalil Small made Layup.,54,57
15:57,93,Jonathan Stark missed Layup.,54,57
15:57,93,Gilbert Thomas Jr. Offensive Rebound.,54,57
15:41,2739,Foul on Trevor Anderson.,54,57
15:41,93,Official TV Timeout,54,57
15:36,93,Damarcus Croaker made Layup.,54,59
15:11,2739,Turner Botz missed Three Point Jumper.,54,59
15:11,93,Jerami Grace Defensive Rebound.,54,59
15:05,93,Gilbert Thomas Jr. made Layup. Assisted by Jonathan Stark.,54,61
14:54,93,Foul on Gilbert Thomas Jr..,54,61
14:32,2739,Turner Botz missed Layup.,54,61
14:32,2739,Turner Botz Offensive Rebound.,54,61
14:29,2739,Turner Botz missed Layup.,54,61
14:29,2739,Jamar Hurdle Offensive Rebound.,54,61
14:26,2739,Jamar Hurdle made Layup.,56,61
14:20,93,Jerami Grace Turnover.,56,61
14:10,2739,Tevin Findlay Turnover.,56,61
14:09,93,Gilbert Thomas Jr. Steal.,56,61
14:08,93,Gilbert Thomas Jr. made Layup.,56,63
13:46,93,Foul on Gilbert Thomas Jr..,56,63
13:46,2739,Tevin Findlay missed Free Throw.,56,63
13:46,2739,Green Bay Deadball Team Rebound.,56,63
13:46,2739,Tevin Findlay made Free Throw.,57,63
13:27,93,Jonathan Stark made Jumper.,57,65
13:15,2739,Tevin Findlay missed Three Point Jumper.,57,65
13:15,93,Damarcus Croaker Defensive Rebound.,57,65
12:53,93,Jonathan Stark missed Three Point Jumper.,57,65
12:53,93,Gilbert Thomas Jr. Offensive Rebound.,57,65
12:48,93,Gilbert Thomas Jr. made Layup.,57,67
12:36,2739,Warren Jones Turnover.,57,67
12:36,2739,Green Bay  Timeout,57,67
12:25,2739,Foul on Khalil Small.,57,67
12:25,93,Jonathan Stark missed Free Throw.,57,67
12:25,93,Murray St Deadball Team Rebound.,57,67
12:25,93,Jonathan Stark missed Free Throw.,57,67
12:25,2739,Jamar Hurdle Defensive Rebound.,57,67
12:19,2739,Tevin Findlay missed Three Point Jumper.,57,67
12:19,93,Gilbert Thomas Jr. Defensive Rebound.,57,67
12:11,2739,Foul on Tevin Findlay.,57,67
12:11,93,Jalen Dupree missed Free Throw.,57,67
12:11,93,Murray St Deadball Team Rebound.,57,67
12:11,93,Jalen Dupree made Free Throw.,57,68
11:59,2739,Jamar Hurdle missed Jumper.,57,68
11:59,2739,Charles Cooper Offensive Rebound.,57,68
11:54,2739,Charles Cooper missed Jumper.,57,68
11:54,93,Jerami Grace Defensive Rebound.,57,68
11:48,93,Jachai Taylor missed Layup.,57,68
11:48,2739,Jamar Hurdle Block.,57,68
11:45,93,Jalen Dupree Offensive Rebound.,57,68
11:43,93,Jalen Dupree missed Layup.,57,68
11:43,93,Jachai Taylor Offensive Rebound.,57,68
11:41,93,Jachai Taylor made Jumper.,57,70
11:30,2739,Khalil Small Turnover.,57,70
11:29,93,Jerami Grace Steal.,57,70
11:23,93,Gilbert Thomas Jr. missed Layup.,57,70
11:23,2739,Kenneth Lowe Defensive Rebound.,57,70
11:23,93,Foul on Jalen Dupree.,57,70
11:23,93,Official TV Timeout,57,70
11:08,2739,Charles Cooper missed Layup.,57,70
11:08,2739,Charles Cooper Offensive Rebound.,57,70
11:06,93,Foul on Jerami Grace.,57,70
11:06,2739,Charles Cooper missed Free Throw.,57,70
11:06,2739,Green Bay Deadball Team Rebound.,57,70
11:06,2739,Charles Cooper made Free Throw.,58,70
11:00,93,Jachai Taylor missed Three Point Jumper.,58,70
11:00,2739,Kenneth Lowe Defensive Rebound.,58,70
10:55,2739,Charles Cooper made Dunk. Assisted by Kenneth Lowe.,60,70
10:55,93,Foul on Jonathan Stark.,60,70
10:55,2739,Charles Cooper made Free Throw.,61,70
10:50,93,Jonathan Stark made Layup.,61,72
10:37,2739,Turner Botz made Three Point Jumper. Assisted by Charles Cooper.,64,72
10:29,93,Jerami Grace made Three Point Jumper. Assisted by Jonathan Stark.,64,75
10:12,2739,Charles Cooper missed Jumper.,64,75
10:12,93,Jerami Grace Defensive Rebound.,64,75
10:10,2739,Foul on Trevor Anderson.,64,75
9:54,93,Bryce Jones made Jumper.,64,77
9:38,2739,Kameron Hankerson missed Three Point Jumper.,64,77
9:38,2739,Charles Cooper Offensive Rebound.,64,77
9:35,93,Foul on Bryce Jones.,64,77
9:35,2739,Charles Cooper missed Free Throw.,64,77
9:35,93,Jonathan Stark Defensive Rebound.,64,77
9:09,93,Terrell Miller Jr. made Layup.,64,79
8:59,2739,Khalil Small missed Three Point Jumper.,64,79
8:59,2739,Charles Cooper Offensive Rebound.,64,79
8:56,93,Foul on Gilbert Thomas Jr..,64,79
8:56,2739,Charles Cooper missed Free Throw.,64,79
8:56,93,Damarcus Croaker Defensive Rebound.,64,79
8:38,93,Jerami Grace missed Three Point Jumper.,64,79
8:38,93,Gilbert Thomas Jr. Offensive Rebound.,64,79
8:34,2739,Foul on Khalil Small.,64,79
8:19,93,Terrell Miller Jr. missed Jumper.,64,79
8:19,2739,Charles Cooper Defensive Rebound.,64,79
8:12,2739,Turner Botz missed Three Point Jumper.,64,79
8:12,93,Damarcus Croaker Defensive Rebound.,64,79
7:51,93,Jonathan Stark missed Layup.,64,79
7:51,93,Gilbert Thomas Jr. Offensive Rebound.,64,79
7:49,93,Gilbert Thomas Jr. made Layup.,64,81
7:42,2739,David Jesperson Turnover.,64,81
7:42,93,Official TV Timeout,64,81
7:26,2739,Foul on David Jesperson.,64,81
7:26,93,Jonathan Stark made Free Throw.,64,82
7:26,93,Jonathan Stark made Free Throw.,64,83
7:19,2739,Charles Cooper made Layup. Assisted by Trevor Anderson.,66,83
7:19,93,Foul on Terrell Miller Jr..,66,83
7:19,2739,Charles Cooper missed Free Throw.,66,83
7:19,93,Gilbert Thomas Jr. Defensive Rebound.,66,83
6:51,93,Jonathan Stark made Jumper.,66,85
6:36,2739,David Jesperson made Three Point Jumper. Assisted by Charles Cooper.,69,85
6:33,2739,Green Bay  Timeout,69,85
6:25,93,Jonathan Stark Turnover.,69,85
6:24,2739,Charles Cooper Steal.,69,85
6:22,93,Foul on Terrell Miller Jr..,69,85
6:22,2739,Charles Cooper missed Free Throw.,69,85
6:22,2739,Green Bay Deadball Team Rebound.,69,85
6:22,2739,Charles Cooper made Free Throw.,70,85
6:06,93,Gilbert Thomas Jr. made Layup. Assisted by Terrell Miller Jr..,70,87
5:49,93,Foul on Jerami Grace.,70,87
5:49,2739,Khalil Small missed Free Throw.,70,87
5:49,2739,Green Bay Deadball Team Rebound.,70,87
5:49,2739,Khalil Small made Free Throw.,71,87
5:30,2739,Foul on David Jesperson.,71,87
5:30,93,Jonathan Stark made Free Throw.,71,88
5:30,93,Jonathan Stark missed Free Throw.,71,88
5:30,2739,Charles Cooper Defensive Rebound.,71,88
5:19,2739,Khalil Small missed Jumper.,71,88
5:19,93,Terrell Miller Jr. Defensive Rebound.,71,88
5:17,2739,Foul on Khalil Small.,71,88
5:17,93,Terrell Miller Jr. made Free Throw.,71,89
5:17,93,Terrell Miller Jr. missed Free Throw.,71,89
5:17,2739,David Jesperson Defensive Rebound.,71,89
5:07,2739,David Jesperson missed Three Point Jumper.,71,89
5:07,93,Terrell Miller Jr. Defensive Rebound.,71,89
4:38,93,Terrell Miller Jr. missed Three Point Jumper.,71,89
4:38,2739,Trevor Anderson Defensive Rebound.,71,89
4:29,2739,Turner Botz missed Three Point Jumper.,71,89
4:29,93,Terrell Miller Jr. Defensive Rebound.,71,89
3:55,93,Jonathan Stark missed Three Point Jumper.,71,89
3:55,2739,Khalil Small Defensive Rebound.,71,89
3:44,2739,Khalil Small missed Three Point Jumper.,71,89
3:44,2739,David Jesperson Offensive Rebound.,71,89
3:37,93,Official TV Timeout,71,89
3:30,93,Foul on Jonathan Stark.,71,89
3:30,2739,Kerem Kanter missed Free Throw.,71,89
3:30,2739,Green Bay Deadball Team Rebound.,71,89
3:30,2739,Kerem Kanter made Free Throw.,72,89
3:00,93,Jonathan Stark Turnover.,72,89
2:58,2739,Tevin Findlay Steal.,72,89
2:54,2739,Warren Jones made Three Point Jumper. Assisted by Tevin Findlay.,75,89
2:25,93,Jerami Grace missed Three Point Jumper.,75,89
2:25,93,Terrell Miller Jr. Offensive Rebound.,75,89
1:57,93,Jerami Grace made Three Point Jumper. Assisted by Jonathan Stark.,75,92
1:54,93,Murray St  Timeout,75,92
1:42,2739,Tevin Findlay missed Layup.,75,92
1:42,2739,Green Bay Offensive Rebound.,75,92
1:36,2739,Warren Jones missed Three Point Jumper.,75,92
1:36,2739,Jamar Hurdle Offensive Rebound.,75,92
1:30,2739,Jamar Hurdle missed Layup.,75,92
1:30,2739,Kerem Kanter Offensive Rebound.,75,92
1:28,2739,Kerem Kanter made Layup.,77,92
0:55,93,Jalen Dupree Turnover.,77,92
0:54,2739,Tevin Findlay Steal.,77,92
0:52,2739,Tevin Findlay Turnover.,77,92
0:25,2739,Foul on Kerem Kanter.,77,92
0:25,93,Bryce Jones missed Free Throw.,77,92
0:25,93,Murray St Deadball Team Rebound.,77,92
0:25,93,Bryce Jones made Free Throw.,77,93
0:16,2739,Tevin Findlay missed Three Point Jumper.,77,93
0:16,93,Jalen Dupree Defensive Rebound.,77,93
0:00,93,End of Game,77,93
